,income_50k
119508,0
38085,0
179761,0
101171,0
117697,0
175685,0
167612,0
7184,0
107653,0
184370,0
27611,0
108539,0
172354,0
24282,0
176256,0
72904,0
116715,0
40723,0
18332,1
4984,0
40411,0
44108,0
93263,0
152295,0
110509,0
113937,0
195756,0
157057,0
118704,0
179508,0
53135,1
77553,0
135451,0
48297,0
53016,0
53295,0
167009,0
16698,0
161108,0
80768,0
172277,0
166810,0
85942,0
105735,0
63063,0
83101,0
1262,0
51311,0
144811,0
196058,0
108231,0
14989,0
6933,0
187760,0
30372,0
98434,0
191247,0
92886,0
149422,0
167493,0
30990,1
29925,0
9324,0
170851,1
137359,0
61547,0
61674,0
58940,0
56926,0
99217,1
189064,0
89070,0
14225,0
88570,0
174820,1
829,0
197952,0
34773,0
28175,0
129976,0
51817,0
121815,0
34076,0
51474,0
171300,0
9437,0
115630,0
69722,0
178916,0
135641,0
6501,0
15727,0
176356,0
63292,0
27871,0
97012,0
163250,1
193528,0
61445,0
51268,0
127913,0
178589,0
70066,0
134314,0
110375,0
85209,0
166778,0
8579,0
39172,0
155554,0
66811,0
40674,0
105769,0
8532,0
190619,0
169448,0
111040,0
114521,0
62319,0
50553,0
36419,0
23678,0
169268,0
167814,0
11455,0
23936,0
9835,0
181025,0
119265,1
26321,0
92105,0
32857,0
136224,0
117960,0
154723,1
125688,0
8910,0
184750,0
143509,0
179448,0
75629,0
129873,0
146194,1
142170,0
174311,0
16011,0
197301,0
22859,0
194612,0
91611,0
13580,0
126845,0
98719,0
127997,0
180376,0
48549,0
161684,1
26786,0
109266,1
11501,0
7536,0
86242,0
108064,0
137761,0
123374,0
88688,0
181347,0
139712,0
41878,0
151486,0
139308,0
11967,0
26378,0
36786,0
114031,0
196791,0
194582,0
123886,0
64759,0
34576,0
6255,0
148999,0
22068,0
6231,0
22174,0
173038,0
95387,0
88267,0
176612,0
139176,0
108269,0
174333,0
35823,0
135653,0
4425,0
109975,0
184556,0
46208,0
97212,0
158318,0
23650,0
81920,0
97789,0
75595,0
26401,0
115553,0
146149,0
147688,0
102864,0
24515,0
121843,0
175472,0
113494,0
149665,0
148953,0
146399,0
62729,0
2931,0
95175,0
130902,0
140811,0
80517,0
146079,0
193816,0
66102,0
180196,0
106877,0
170625,0
70543,0
113522,1
80400,0
83569,0
178382,0
56747,0
47970,0
51724,0
198705,0
172726,0
182977,0
73999,1
180765,0
142708,0
143624,0
191189,0
184466,1
177268,0
74294,0
28565,0
180895,0
175884,0
187467,0
94719,0
89086,0
31569,0
85968,0
39687,0
142014,0
147816,0
47448,0
49425,0
179963,0
66964,0
140608,0
164077,0
165726,0
24915,0
121502,1
98635,0
51554,0
115616,0
188247,0
18302,0
27406,0
80968,0
73966,0
29510,0
89753,0
7623,0
168880,0
32353,0
49765,0
54965,0
175172,0
114405,0
160061,0
52065,0
80854,0
167100,0
185930,0
63663,0
141039,0
133055,0
123166,0
177350,0
127947,1
144000,0
192456,0
52020,0
189230,0
33763,0
187605,0
36721,0
103825,0
32239,0
82116,0
135755,0
181815,0
58599,0
37371,0
89508,0
113438,0
4430,0
95744,0
6733,0
4682,0
115157,0
99902,0
45157,0
151120,0
130669,0
155485,0
79950,0
163795,0
113312,0
194553,0
127920,0
123420,0
105194,0
127497,0
187285,0
122333,0
175346,0
132187,0
39243,0
128267,0
39232,0
113953,0
194817,0
104149,0
130874,0
45222,0
83553,0
171895,0
107490,0
181357,0
49059,0
104820,0
15398,0
35718,0
36968,0
108059,1
107957,0
128942,0
78568,0
74933,0
176561,0
137396,0
151878,0
101094,0
14857,0
58116,0
56088,0
86112,0
104924,0
144454,0
25199,0
44182,0
63562,0
33113,0
131604,0
12956,0
168762,0
29362,0
119132,0
16403,0
124804,0
30047,0
31579,0
63279,0
83116,0
131871,0
4572,1
15355,0
110387,0
165531,1
105953,0
18178,0
135776,0
176385,0
10910,0
143332,0
13946,0
42657,0
86754,0
183212,0
103270,0
86425,0
82418,0
157444,0
9957,0
191794,0
126031,0
189804,0
150911,0
32207,0
136808,0
49913,0
91429,0
155379,0
170165,0
145802,0
141875,0
45730,0
149384,0
50874,0
120413,0
90207,0
168395,0
109183,1
53339,0
19242,0
190342,0
29558,0
475,0
181510,0
118266,0
111548,1
167060,0
193255,0
28063,0
55819,0
41743,0
14789,0
176837,0
143799,0
3529,0
115670,1
85168,0
10094,0
184637,0
131369,0
76749,0
172468,0
50106,1
147911,0
129735,0
70821,0
83700,0
65094,0
29113,0
69184,0
181533,0
152635,0
3736,0
3403,0
151367,0
184170,0
50802,0
82074,0
56986,0
138163,0
81097,0
148548,0
178784,0
112396,0
102572,0
126760,0
52571,0
121836,0
169372,0
142738,0
189133,0
109355,0
3483,0
81622,0
77718,0
158648,0
20368,0
144289,0
109980,0
129264,0
59639,0
42836,0
179031,0
18010,1
185575,0
153313,0
191475,0
192017,0
155825,0
50320,0
86366,0
7638,0
7946,0
62593,0
134596,0
183484,0
183460,0
39059,0
95120,0
88876,0
9749,1
150830,0
79246,0
193636,0
38528,0
44331,0
94613,0
84431,0
165129,0
168486,0
110070,0
101436,0
128238,0
189290,1
5179,0
111421,0
119368,0
130301,0
88846,0
28044,0
85580,0
69990,0
13456,0
6056,0
191889,0
13434,0
122763,0
13420,1
72007,0
122461,0
173278,0
116872,0
110904,0
111130,0
163724,0
108822,0
50407,0
133540,0
117306,0
168079,0
126248,0
97683,0
145325,0
119947,0
163771,0
26394,0
53938,0
2501,0
43191,0
192506,0
75115,0
92266,1
67726,0
72200,0
15660,0
137864,0
13462,0
17913,0
5587,0
162836,0
85460,0
16905,0
160619,0
180475,0
122781,0
134002,0
160351,0
126670,0
79742,0
42108,0
111359,0
8727,0
70643,0
42570,0
151808,0
3351,0
16938,0
176191,0
120698,0
183401,0
56084,0
136503,0
155544,0
60589,0
93796,0
44063,0
30349,0
167276,0
117431,0
132188,0
91269,0
27463,0
4143,0
165271,0
107140,0
50043,0
166123,0
73179,0
4706,0
8344,1
170862,0
72508,0
183955,0
40405,1
114539,0
158360,0
21097,0
193158,0
186590,0
117759,0
108819,0
144887,0
31988,0
5174,0
110718,0
196884,0
196021,0
101942,1
166306,0
20161,0
86962,0
7069,0
143505,0
58095,0
32615,0
26235,0
168110,1
822,0
45099,1
142414,0
122774,0
13977,0
3896,0
55738,0
46756,0
28255,0
81673,0
16980,0
109149,0
16260,0
111686,0
145241,0
22799,0
69179,0
30377,0
123931,1
63143,0
144322,0
147577,0
69984,0
49556,0
196461,0
144307,0
25507,0
160229,0
103588,0
13814,0
55692,0
181851,0
88696,0
151799,0
61063,0
183462,0
45588,0
168189,0
99923,0
172220,0
132215,0
136213,0
125416,0
92329,0
188909,0
68232,0
1597,0
195692,0
27732,0
21577,0
45656,0
18894,0
109820,0
35462,0
182439,0
19032,0
122015,0
73243,0
156249,0
4457,0
198670,0
20310,0
183109,0
176067,0
113361,0
12602,0
45240,0
46671,0
72324,0
33974,0
104800,0
193948,0
132153,0
20847,0
173780,0
59404,0
156797,0
175785,0
150045,1
188315,0
196872,0
150366,0
52170,0
35242,0
23611,0
109097,0
4986,0
69208,0
29424,0
39207,0
172161,0
93608,0
137218,0
39356,0
45163,0
189614,0
23145,0
135655,0
110205,0
148166,1
151842,0
158833,0
4799,0
42043,0
154737,0
75526,0
106948,0
102158,1
58286,0
71045,0
57082,0
64880,0
191391,0
139752,1
136421,0
167839,0
32917,0
100161,1
149386,0
38342,0
140503,0
79353,0
172016,0
194065,0
78609,0
138666,0
50559,0
87840,0
106404,0
148258,0
45178,0
95797,0
99251,0
107278,0
158476,0
159217,0
63171,0
86610,0
118504,0
2181,0
186105,0
27015,0
164920,0
33504,0
68164,0
130519,1
8231,0
24268,0
112628,0
20249,0
164386,0
62538,0
30141,0
181744,0
154489,0
95922,0
63571,0
62132,0
123257,1
199025,0
115860,0
162840,0
195584,0
37525,0
17011,1
58631,0
25105,0
167564,0
162081,0
128884,0
167570,0
149087,0
79740,0
173979,0
182456,0
9922,0
30177,0
33360,0
33283,1
129301,0
196751,1
174548,0
100812,0
43449,0
151797,0
92431,0
109876,0
25936,0
121053,0
31981,0
3379,0
119653,0
188013,0
154316,0
93181,0
71290,1
156128,0
131931,0
78352,0
93218,0
28733,1
109209,0
35710,0
125362,0
53492,0
23236,0
196895,0
10294,1
156317,0
148623,0
108557,0
173352,0
142907,0
41794,0
32036,0
25766,0
176362,0
140633,0
139065,0
152557,0
102019,0
152907,0
74128,0
10491,1
158212,1
34660,0
128023,0
61349,0
48658,0
194350,0
28358,0
74676,0
131226,0
15426,0
9444,0
65429,0
7573,0
25646,0
133965,0
11023,0
193611,0
42376,0
30563,0
91772,0
52570,0
157440,0
101477,0
94010,0
38617,0
179332,0
189665,0
163276,0
79958,0
8800,0
154104,0
59365,0
170233,0
189050,0
94837,1
168465,0
76974,0
138823,0
171764,0
17512,0
74672,0
113339,0
140234,0
30892,0
19733,0
30963,0
3097,0
134843,0
88498,0
112637,0
31758,0
53064,0
79668,0
110791,0
147731,0
180459,0
191973,0
18237,1
65872,0
179502,0
135385,0
30098,1
17142,0
99886,0
134783,0
93737,0
4183,0
183959,0
111983,0
79834,0
156215,0
161647,0
89722,0
75720,0
184469,0
118262,0
170895,0
60882,0
49162,0
127346,0
143905,1
160291,0
138321,0
194617,0
81212,0
54710,0
147005,0
73023,0
178033,0
129448,0
104741,0
60695,0
16242,0
107909,0
60132,1
181039,0
181621,0
60205,0
190815,0
171918,0
1514,0
190917,0
75283,0
69054,0
51359,0
146135,0
2564,0
166105,0
168031,0
192386,0
86527,0
184745,0
152615,0
157208,0
77652,0
45976,0
13784,0
125154,0
124717,0
189794,0
20730,0
93366,0
133310,0
185854,0
38397,0
102884,0
138167,0
158245,0
163602,0
107936,0
74979,0
37887,0
34487,0
21888,0
158825,0
64085,0
3093,0
77624,0
167844,0
74143,0
59951,0
121604,0
104591,0
34196,0
165022,0
196401,0
102420,0
9109,0
11004,0
126135,0
57134,0
192392,0
71222,0
120225,0
109455,0
36169,0
165057,0
59929,1
170818,0
43705,0
146864,0
24353,1
74270,0
139321,0
81473,0
77045,0
183794,0
156963,0
102076,0
93466,0
63895,0
37514,0
183593,0
177963,0
119200,0
37056,0
20848,0
120088,0
184479,0
62267,0
116983,0
68151,0
74428,0
19185,0
21001,1
126055,0
155099,0
172539,0
50774,0
84671,0
52588,0
82305,0
124027,1
54594,0
39828,0
87182,0
164595,0
6678,0
98804,0
195135,0
136475,0
160897,0
185352,0
120242,0
21389,0
102518,0
1814,0
17626,0
1050,0
43706,0
31323,0
144308,0
24461,0
122857,0
170565,0
151527,0
124244,0
70785,0
69,0
110197,0
193677,0
5123,0
18453,0
7223,0
64366,0
126068,0
21765,1
3101,0
17262,0
101071,0
175078,0
18054,0
132420,0
37687,0
94951,0
183202,0
56799,0
142232,0
60674,0
130726,0
59952,0
148074,0
6864,0
62566,0
61400,0
123836,0
22486,0
88452,0
6472,0
168442,0
137206,0
183857,0
156743,0
149456,0
14214,0
29805,0
108223,0
177297,0
30256,0
47152,0
57467,0
5550,0
87947,0
68518,1
148689,0
27727,0
8913,0
68201,0
131356,0
94200,0
49259,1
178316,0
113440,0
173220,0
17457,0
159159,0
108692,0
63580,0
174571,0
54237,0
94917,0
341,0
121070,0
109987,0
144525,0
197073,0
142970,0
81342,0
87830,0
174470,0
28233,0
13350,0
160285,1
85104,0
47258,0
62574,1
88334,0
134575,0
59090,0
60449,0
49159,0
92939,0
185678,0
27839,0
118337,0
40834,0
132779,0
76373,0
84513,0
156353,0
165439,0
35235,0
173274,0
173363,0
16294,0
52668,0
152487,0
164323,0
122010,0
78379,0
123581,0
127958,0
79734,0
134577,0
128382,0
64629,1
236,0
68984,0
133723,0
83667,0
160237,0
100840,0
1353,0
32996,0
144742,0
135536,0
195745,0
163514,0
175314,0
5344,0
12320,0
35153,0
175218,0
162611,0
42505,0
41532,0
171866,0
58103,0
28632,0
1719,0
145507,0
196371,0
117212,1
113691,0
195454,0
81205,0
119952,0
75224,0
195542,1
198351,0
28796,0
102896,0
173418,0
196671,0
6081,0
158536,0
132180,0
89769,0
168441,0
129815,0
6662,0
117950,0
51413,0
11158,0
116670,0
62424,0
182334,0
101665,0
160099,0
152821,0
198876,1
54298,0
44635,0
46341,0
29979,0
181210,0
199258,0
80010,0
42856,0
105878,0
112705,0
190978,0
70225,0
105463,0
28309,0
7001,0
163778,0
142077,0
34710,0
189994,0
156419,0
108973,0
43786,0
26363,0
188293,0
193622,0
120726,0
72548,0
181478,0
34430,0
174507,0
189790,0
8216,0
72471,0
129588,0
119946,0
17551,0
33986,0
13408,0
22761,0
146069,0
131810,0
152873,0
52966,0
69094,0
80423,0
108921,0
110270,1
42574,0
190688,0
195487,0
72140,0
150850,0
7421,0
71933,0
83430,0
36348,0
57783,1
160397,0
122081,0
129399,0
158715,0
133138,0
42696,0
155454,0
150827,0
73429,0
158151,0
9310,0
92941,0
180654,0
18915,0
196587,0
6173,0
131738,0
68368,0
174020,0
77176,0
135225,0
112747,0
33227,0
95627,0
196934,0
27461,0
169581,0
70232,0
156067,0
131606,0
55241,0
89652,0
3555,0
165676,0
194009,0
65172,0
158475,0
19962,0
163433,0
130861,0
115886,0
125916,0
157378,0
92047,0
66369,0
65961,0
118450,0
35611,0
76665,1
42864,0
122122,0
51862,0
11728,0
176643,1
165465,0
120900,0
18881,0
174674,0
17510,0
53723,0
55516,0
108526,0
14820,0
59465,0
136555,0
13467,0
32719,0
185364,0
36326,0
83440,1
151202,0
171752,0
27122,0
149775,0
45789,0
185361,0
177496,0
22316,0
82340,0
187521,1
54090,0
199122,0
39233,0
102602,0
103195,0
62930,0
118962,0
119661,0
187275,0
119094,0
153513,0
176248,0
109367,0
101253,0
120417,0
182566,0
34454,0
167525,0
59321,0
165656,0
127487,0
167605,0
139103,0
49767,0
159538,0
108273,0
81177,0
197543,0
20338,0
178609,0
147264,0
188094,0
16220,0
18248,0
171145,0
27711,0
186304,0
12304,0
153597,0
135567,1
120999,0
21710,0
168096,1
152637,0
115625,0
183013,0
111413,0
87672,0
98863,0
181308,0
7210,0
180427,0
178359,0
39804,0
163103,0
172625,0
161045,0
21649,0
32516,0
138881,0
142569,0
146407,1
111401,0
39445,0
195061,0
188961,0
106925,0
62505,0
54212,0
89656,0
174477,0
64492,0
16055,0
194658,0
24807,0
187855,0
24926,0
7775,0
189421,0
19580,1
159091,0
6212,0
143412,0
67772,0
37240,0
92213,0
146166,1
17,0
13198,0
74217,0
65962,0
116497,0
41765,0
112438,0
88727,0
111849,0
173455,0
143483,0
189516,0
96702,0
94249,0
88564,0
147249,0
123867,0
166619,0
56642,0
33896,0
164495,0
136168,0
36759,0
114796,0
9433,0
148079,0
13661,0
30286,0
153304,1
151258,1
170296,0
159634,0
85295,0
132214,0
31098,0
18422,0
40091,0
14264,0
154799,0
107645,0
154007,0
184031,0
81982,0
63431,0
44741,0
159111,0
144699,0
44441,0
174578,0
107449,0
193904,0
14104,0
165105,0
150557,0
124926,0
143886,0
146358,0
40572,0
111645,0
135409,0
160579,0
140449,0
155679,0
6628,0
173202,0
80810,0
41918,0
116508,1
5862,0
50805,0
87293,0
142139,0
87336,0
39689,0
118310,0
6820,0
169023,0
95450,0
151569,0
76133,0
160797,0
175031,0
17434,0
192157,0
155087,0
104283,0
193861,1
27452,1
54045,0
41618,0
140653,0
116618,0
24385,0
167395,0
89302,0
43480,0
12609,0
25982,1
146243,0
145606,0
191046,1
195204,0
181769,0
157381,0
70077,0
137466,0
126075,0
77215,0
134795,0
90546,0
31372,0
146184,0
138158,0
198572,0
55135,0
192198,0
137630,0
12732,0
38935,0
12460,0
169303,0
184976,0
65713,0
182142,0
181346,0
101114,0
34822,0
145887,0
142964,0
26002,0
39397,0
150167,0
164106,0
47828,0
164748,0
148594,0
144401,0
68143,0
127980,0
3257,0
197923,0
67644,0
121186,1
61736,0
8776,0
9202,0
17230,0
93350,0
71741,0
191158,0
29693,1
166949,0
80776,0
7154,0
6086,0
59173,0
2549,0
96864,0
12580,1
109779,0
135151,0
132608,1
133383,0
36336,0
35082,0
62041,0
67692,0
125164,0
23698,0
102646,0
181337,0
33404,0
151014,0
150310,0
113252,0
101554,0
38105,0
44737,0
109094,0
89799,0
98954,0
97433,0
8609,0
143196,0
50097,0
3153,0
198009,0
182735,0
78681,0
83275,0
134227,0
24227,0
180025,0
181061,0
8307,0
66654,0
143658,0
164446,0
17030,0
71813,0
85735,0
149447,0
167976,0
94085,0
14212,0
60941,0
114039,0
199311,0
50929,0
152056,1
109464,1
194749,0
40726,0
100874,0
156483,0
28902,0
121594,0
49415,0
30082,0
25470,0
103876,0
6968,0
189099,0
173468,0
199363,0
187309,0
1746,0
80528,1
187451,0
31819,0
59506,0
18403,0
30341,0
17959,0
21369,0
63273,0
153389,0
20608,0
26822,1
100686,0
19395,0
8449,0
147355,0
57260,0
199019,0
191933,0
169569,0
182079,0
170056,0
85426,0
136847,0
50826,0
39771,0
83428,0
1180,0
95779,0
186265,0
192664,0
89048,0
133356,0
108953,0
190817,0
124546,0
73089,0
125598,0
88739,0
137451,0
93875,0
102439,0
57337,0
73163,0
153341,0
44880,0
41462,0
168278,0
185353,0
50804,0
141394,0
186391,0
100432,0
140970,0
50611,0
55364,0
166409,0
126674,0
193431,0
23705,0
148260,0
188061,0
120761,0
15245,0
167665,0
165157,0
157023,0
16157,0
149032,0
135276,0
10981,0
197175,0
172009,0
40362,0
3082,0
77649,0
90004,0
57306,0
27600,0
146664,0
74697,0
127257,0
70795,0
29500,1
48732,0
54781,0
75851,0
78507,1
58317,0
148383,0
151361,0
136348,0
16048,0
98271,0
154582,0
140756,0
157649,0
40255,0
120770,0
45038,0
131963,0
105261,0
178432,0
149215,0
155742,0
27909,0
103957,0
146536,0
169511,1
121896,0
74245,0
29806,0
27803,0
113148,0
137733,0
60879,0
120179,0
64318,0
107699,1
141812,0
59863,0
125455,0
127066,0
59732,0
123708,0
192541,0
136406,0
47057,0
79162,1
73723,1
14380,0
127866,0
65563,1
59767,0
130789,0
25489,0
104442,1
174452,0
170583,0
19443,1
27882,0
93241,0
66996,0
96129,0
58955,0
23527,0
128261,1
62881,0
107820,0
13823,0
104330,0
76732,0
35832,0
82025,0
99871,0
24968,0
117611,0
10539,0
123579,0
65641,0
55737,0
7607,0
165862,0
137763,0
28392,0
198259,0
133460,0
144557,0
59211,0
53185,0
30359,0
75976,0
149280,0
12510,1
18477,0
175926,0
62763,0
143580,0
141840,0
105924,0
194751,0
110041,0
59627,0
173905,0
168640,0
73579,0
65385,0
105570,0
109977,0
67312,0
92777,0
199378,0
15647,0
157936,0
28866,0
38378,0
81106,0
5265,0
159657,0
67655,0
56783,0
95286,0
129807,0
141196,0
166863,0
27530,0
51020,0
160697,0
148442,0
110037,0
158669,0
5374,0
130376,0
193520,0
135047,0
162251,0
38260,0
154374,0
92540,0
171064,0
72731,0
92882,0
141442,0
83232,0
84488,0
131712,0
149265,0
159539,0
31973,0
135579,0
174800,0
96997,0
161506,0
79089,0
27161,0
115016,0
188513,0
129633,0
172784,0
33818,0
112521,0
57681,0
17460,0
56810,0
106249,0
177616,0
50934,1
153696,0
113498,0
153474,0
187241,0
70171,0
148280,0
43778,0
169000,0
56131,0
190852,1
129106,0
48754,0
49465,0
171798,0
172003,0
133644,0
117293,0
84876,0
8021,0
182091,0
53776,0
720,0
104461,0
43980,0
50484,0
176633,0
167239,0
42113,0
33200,0
49066,0
198923,0
41689,0
150116,0
181100,0
106720,0
38390,0
190404,0
118928,0
41136,1
91378,0
186800,0
26655,0
46303,0
5348,0
55301,0
95814,0
149503,0
31275,0
185491,0
183759,0
104142,0
116854,0
42901,0
60411,0
48915,0
96408,0
145512,0
168808,0
67448,0
193634,0
172049,0
172029,0
173673,0
156886,0
19628,0
72891,0
147900,0
44433,0
10817,0
18956,0
20079,1
39571,0
132843,0
107511,0
69927,0
58234,0
76238,0
19867,0
29149,0
69845,0
153782,0
73324,0
93255,0
101403,0
82885,0
31633,0
192505,0
136447,1
48919,0
75011,0
170427,0
127041,0
329,0
183024,0
50875,0
146255,1
178460,0
52053,0
99815,0
169387,0
54353,0
43441,0
147947,0
145260,0
56049,0
3438,0
30161,0
43501,0
15279,0
160541,0
19336,0
144242,0
65454,0
27491,0
181944,0
12519,0
175593,0
68572,0
184248,0
64803,0
22990,0
106035,0
131711,0
193116,1
159260,1
101358,0
163196,0
8938,0
11052,1
40480,0
177173,0
63290,0
1033,0
23055,0
70590,0
42679,0
192288,0
172901,0
24116,0
194848,0
44211,1
37663,0
114531,0
21617,0
142882,0
74728,0
182195,0
131098,0
98221,0
40794,0
170302,0
33836,0
24103,1
39760,0
43157,0
153995,0
74788,0
167798,0
70602,0
3149,0
181570,0
79210,0
155392,0
107075,0
92008,0
163362,0
73392,0
96413,0
182482,0
53044,0
131722,0
129334,0
17459,0
184550,0
182384,0
78780,0
149301,0
62899,0
97682,0
55451,0
3602,0
143590,0
181898,0
147422,0
33938,0
55549,0
141574,0
140061,0
77725,0
58161,0
177675,0
46152,0
76938,0
165111,0
98673,1
79837,0
150289,0
14375,0
19474,0
68105,0
101451,0
105926,0
38207,0
138664,0
124463,0
197865,0
55273,0
185714,0
28470,0
133539,0
44866,0
3147,0
94051,0
94581,0
124370,0
189910,0
69314,0
6797,0
159067,0
21812,0
150621,0
69799,0
31411,0
134330,0
127350,0
181345,0
144109,0
184030,1
138936,0
181819,0
29641,0
117855,1
22855,0
190812,0
20309,0
20854,0
9164,0
44530,0
6998,0
99877,0
14479,0
29122,0
158741,0
183189,0
15838,1
199342,0
11044,1
38710,0
183989,0
139753,0
167953,0
130380,0
131270,0
63974,0
170685,0
144821,0
36411,0
117760,0
153269,0
117094,0
63028,0
131437,0
103025,0
180854,0
181489,0
57154,0
133211,0
87148,0
173289,0
183155,0
118503,0
104048,0
81563,0
175907,0
167193,0
10566,0
65182,1
189151,0
6334,0
140400,0
64210,0
163341,0
168862,0
61205,0
58333,0
113979,0
142403,0
135242,0
29435,0
91463,0
94520,0
173082,1
175124,0
112080,0
6132,0
96287,0
111727,0
8915,0
62686,0
103974,0
158452,0
11076,0
176712,0
136801,1
128878,0
177231,0
123672,0
164198,0
14039,0
59415,0
130002,0
65984,0
23548,0
161729,0
132427,0
84303,0
104033,0
60334,0
85153,0
31539,0
157029,0
186383,0
149468,0
50313,0
108688,0
60823,0
129809,0
165123,0
16005,0
167091,0
130186,0
60757,0
99043,0
41228,0
182511,0
18181,0
102134,0
129171,0
116242,0
159023,0
86732,0
69273,0
65837,0
173918,0
85579,0
141850,0
24326,0
100753,0
148692,1
52038,0
175870,0
113203,0
124653,1
137435,0
97587,0
28339,0
161674,0
169813,0
150551,0
99085,0
32393,0
41915,0
21570,0
174342,0
103035,0
82953,0
36726,0
125025,0
46955,0
163146,0
165571,1
92234,0
77890,0
116400,0
54234,0
166687,0
129184,0
159863,1
101513,0
138439,0
87975,0
101898,0
144181,0
41215,0
49210,0
108684,0
84361,0
174535,0
82231,0
146787,0
11915,0
10493,0
3735,0
91867,0
22454,0
101980,0
121967,0
168727,0
12477,0
129812,0
146513,0
17808,0
78490,0
24987,0
134682,0
187307,0
23880,0
183960,0
181408,1
16688,0
167952,0
38454,0
56211,0
147048,0
96570,0
67690,0
104018,0
14545,0
122421,0
134253,0
28155,1
85704,0
167442,0
60444,0
58131,0
152180,0
108162,0
157581,0
141103,0
157929,0
157359,0
178029,0
123609,0
84505,0
182028,0
112538,0
37085,0
29709,0
24700,0
29845,0
126421,0
97294,0
77591,0
41496,1
180167,1
142111,0
58629,0
133809,0
119474,0
114690,0
60689,0
83072,0
172979,0
77600,0
111507,0
146315,0
188923,0
137706,0
54458,0
54701,0
37403,0
82320,0
104782,0
66897,0
195607,0
34769,0
147845,0
118161,0
108691,0
167319,0
5692,0
163882,0
62512,0
195320,0
48651,0
92366,0
187428,0
93289,0
129136,0
142067,0
46130,0
36441,1
45136,0
10334,0
161829,0
20066,0
89368,0
54553,1
191079,0
35043,0
185777,0
93438,0
151573,0
62171,0
77828,0
60335,0
105902,0
102765,0
115660,0
114008,0
167496,0
19985,0
33710,0
165599,0
105440,0
86908,0
79606,0
51430,0
2253,0
50310,0
168469,0
188505,0
148479,0
8499,0
115933,0
5086,0
128457,0
153460,0
60181,0
20709,0
74483,0
76388,0
164083,0
101118,0
71876,0
169296,0
46002,0
176922,0
121470,0
105886,0
82500,1
7188,0
8100,0
153097,0
177575,0
45466,0
120530,0
155002,0
69753,0
14160,0
46058,0
74224,0
134328,0
97391,0
78122,0
34288,0
105267,0
20396,0
72459,0
62620,0
30400,0
132741,0
55636,0
154210,1
150312,0
85391,0
198780,1
164768,1
44621,1
48730,0
14525,0
50707,0
40088,0
86783,0
154665,0
128271,0
77869,0
169123,0
12961,0
172442,0
58381,0
78187,0
4613,0
83238,1
47024,0
185831,0
103755,0
130723,0
145666,0
42036,0
45233,0
164604,0
194171,0
129432,0
95690,0
99717,0
78915,0
115927,1
122101,0
124157,0
99294,0
24923,0
45236,0
3185,0
40488,0
160140,0
57330,1
47506,0
102391,0
51931,0
100476,0
20700,0
643,0
44978,0
150349,0
97020,0
8766,0
9401,0
25754,0
55258,0
90674,0
68851,0
19782,0
13963,0
166391,0
34811,0
49502,0
84616,0
16778,0
183873,0
89077,0
130650,0
22539,0
132613,1
119297,0
34301,0
6685,0
48188,0
193966,1
75747,1
6982,0
39704,0
98912,0
137789,0
191127,0
39935,0
10848,0
67179,0
107787,0
154015,0
47665,0
187511,0
45841,0
174838,0
75051,0
128175,0
133492,1
187371,0
115800,0
63398,0
66148,0
88092,0
143740,0
121994,0
111390,0
119246,1
138085,0
111522,1
34942,0
115199,0
177578,0
181029,1
23764,0
45348,0
551,0
80250,0
189452,0
151265,0
2476,0
38635,0
52727,1
138453,0
129344,0
92163,0
6356,0
108177,0
174271,0
198958,0
112917,0
177288,0
41354,1
137169,0
188411,0
143292,0
36156,1
182538,1
87481,0
144136,0
45039,0
14178,0
177114,1
4093,0
199109,0
86665,0
38997,0
18871,0
21370,0
90921,0
149350,0
108163,0
96657,0
133488,0
65777,0
164964,1
125765,1
192527,0
141652,0
39509,0
97736,0
137070,0
48193,0
21060,0
85366,0
46353,0
108978,0
24309,0
198586,0
14328,0
16109,0
187514,0
86989,0
159542,0
98691,0
64600,0
36182,0
115996,0
19050,0
195160,0
20908,0
65265,0
14467,0
15746,0
35943,0
174925,1
183172,0
142993,0
171078,0
37091,1
22844,0
138662,0
19983,0
139782,0
76508,0
98077,0
4997,0
95125,0
84401,1
190848,0
17531,1
98549,0
165551,0
148925,0
180037,0
83801,0
64204,0
67706,0
37251,0
171807,0
55406,0
162503,0
55907,0
43218,0
126692,1
129685,0
72587,0
186091,0
191513,0
145896,0
82753,0
159163,0
157037,0
70894,0
148363,0
52128,0
12253,0
92134,0
92289,1
52466,0
195055,0
24154,0
194781,0
157993,0
30611,0
98778,0
63193,0
143408,0
197076,0
61681,0
125890,0
88172,0
1723,0
188165,0
21938,0
37362,0
96689,0
99809,0
148025,0
179629,0
149003,1
157693,0
114096,0
173452,0
5694,0
188330,0
189163,0
88135,0
30516,0
68086,0
28359,0
156351,0
39863,1
55913,0
159342,0
103055,0
3135,0
188762,0
164809,0
154322,0
126623,0
180465,0
126985,0
104459,0
5274,0
63140,0
54800,0
134177,0
97561,0
173823,0
20679,0
66256,1
171085,0
38102,0
77839,1
40986,0
63188,0
109601,0
101864,0
100615,0
74563,0
140502,1
107704,0
151503,0
56038,0
118759,0
23652,0
129430,0
183063,0
60146,0
112572,0
186071,0
125526,0
40267,0
189808,0
13101,0
22015,0
129375,0
180188,0
54346,0
166180,0
29948,0
192666,0
81353,1
137695,0
199410,0
150257,0
98547,0
76730,1
117773,0
171428,0
196798,0
