,race,priors_count,age_cat_Greater than 45,age_cat_Less than 25,sex_Male,c_charge_degree_M
713,0,0.8108464445811726,1,0,1,0
714,1,0.0,0,0,0,1
715,1,0.2702821481937242,1,0,1,0
716,0,1.351410740968621,0,0,0,1
717,0,0.8108464445811726,1,0,1,0
718,1,1.351410740968621,0,0,1,0
719,0,0.0,1,0,0,1
720,0,0.2702821481937242,0,0,1,0
721,0,0.8108464445811726,0,0,0,0
722,0,0.2702821481937242,0,0,1,1
723,1,1.0811285927748968,0,0,1,0
724,0,0.2702821481937242,0,0,1,0
725,0,0.2702821481937242,1,0,0,0
726,1,3.7839500747121386,0,0,1,0
727,0,0.5405642963874484,1,0,1,0
728,1,0.0,0,0,1,1
729,0,0.0,0,0,1,0
730,0,0.8108464445811726,0,0,1,0
731,0,0.0,1,0,1,1
732,0,0.0,0,0,1,0
733,0,0.8108464445811726,1,0,1,0
734,1,1.6216928891623452,0,0,1,0
735,0,0.8108464445811726,1,0,1,0
736,1,0.0,0,0,0,1
737,0,0.0,0,1,1,1
738,1,0.8108464445811726,1,0,1,0
739,1,2.4325393337435175,0,0,1,0
740,0,1.0811285927748968,0,0,0,1
741,0,2.973103630130966,1,0,1,0
742,1,0.0,0,0,1,0
743,1,1.0811285927748968,0,0,1,1
744,0,1.0811285927748968,0,0,0,0
745,0,0.8108464445811726,1,0,1,0
746,1,0.8108464445811726,0,0,1,0
747,0,0.0,0,0,1,0
748,1,0.2702821481937242,0,0,0,0
749,0,0.0,1,0,1,1
750,0,0.5405642963874484,1,0,0,1
751,1,0.2702821481937242,0,1,1,0
752,1,1.6216928891623452,0,0,1,1
753,1,0.0,0,0,0,1
754,0,0.2702821481937242,1,0,1,1
755,1,0.0,0,0,1,0
756,1,4.594796519293311,0,0,1,1
757,1,0.0,1,0,1,0
758,1,0.0,0,1,1,0
759,1,0.5405642963874484,0,0,1,0
760,0,0.2702821481937242,0,0,1,1
761,1,1.0811285927748968,0,1,1,0
762,0,0.0,0,0,0,1
763,1,0.0,0,1,1,0
764,0,0.0,0,0,1,1
765,1,1.0811285927748968,0,0,1,1
766,0,0.0,1,0,1,0
767,0,0.2702821481937242,1,0,0,0
768,1,1.8919750373560693,0,0,1,0
769,0,0.5405642963874484,0,1,1,0
770,1,0.8108464445811726,0,0,0,0
771,1,0.5405642963874484,1,0,1,1
772,1,1.351410740968621,0,0,0,0
773,0,0.2702821481937242,0,0,1,0
774,0,1.351410740968621,1,0,1,0
775,0,0.2702821481937242,1,0,1,0
776,1,0.5405642963874484,0,0,1,0
777,1,2.4325393337435175,1,0,1,0
778,0,0.0,0,0,1,0
779,1,0.2702821481937242,0,0,1,1
780,1,3.5136679265184143,0,0,1,0
781,0,0.2702821481937242,0,0,0,0
782,1,1.0811285927748968,0,1,0,1
783,1,5.675925112068208,1,0,1,0
784,1,5.675925112068208,1,0,1,0
785,1,4.594796519293311,0,0,1,1
786,0,0.0,0,0,0,0
787,1,2.702821481937242,0,0,1,0
788,0,0.0,1,0,0,1
789,0,0.8108464445811726,0,0,1,0
790,1,2.1622571855497936,0,1,1,0
791,1,2.973103630130966,1,0,1,0
792,0,0.0,1,0,1,0
793,1,0.8108464445811726,0,0,1,0
794,1,0.2702821481937242,0,1,1,0
795,1,0.0,0,0,0,1
796,0,0.0,0,1,0,0
797,1,0.2702821481937242,0,1,1,0
798,1,0.0,0,0,1,0
799,1,1.0811285927748968,0,0,1,0
800,1,1.351410740968621,0,1,1,0
801,1,0.8108464445811726,0,1,1,0
802,0,0.0,0,0,1,0
803,1,8.37874659400545,1,0,1,0
804,1,2.4325393337435175,0,0,1,0
805,1,0.5405642963874484,0,0,1,0
806,1,3.5136679265184143,1,0,1,0
807,1,2.973103630130966,0,0,1,1
808,1,6.757053704843105,0,0,1,1
809,1,2.973103630130966,0,0,1,0
810,0,1.0811285927748968,1,0,1,1
811,0,0.0,0,1,1,1
812,0,0.0,1,0,1,1
813,1,2.973103630130966,0,0,1,1
814,1,0.2702821481937242,0,0,1,0
815,1,3.2433857783246904,1,0,1,0
816,1,0.5405642963874484,0,0,1,1
817,1,1.0811285927748968,0,0,1,0
818,0,0.0,0,0,1,0
819,1,0.2702821481937242,0,1,1,0
820,1,0.2702821481937242,0,0,0,0
821,0,1.6216928891623452,1,0,1,0
822,0,0.0,0,1,1,1
823,1,0.2702821481937242,0,0,0,0
824,1,0.0,0,1,1,1
825,1,0.8108464445811726,0,1,1,0
826,0,0.0,1,0,1,1
827,0,3.5136679265184143,0,0,1,0
828,0,0.5405642963874484,1,0,1,1
829,1,0.5405642963874484,0,0,0,0
830,1,0.8108464445811726,0,1,1,1
831,1,0.0,0,0,0,1
832,1,0.8108464445811726,1,0,1,0
833,0,1.351410740968621,1,0,1,1
834,1,3.2433857783246904,0,1,1,0
835,0,0.8108464445811726,0,1,1,0
836,1,5.405642963874484,0,0,1,0
837,1,0.0,0,0,1,1
838,0,1.6216928891623452,0,0,1,1
839,1,0.8108464445811726,0,0,1,0
840,1,0.0,0,0,0,1
841,0,1.0811285927748968,0,0,1,0
842,0,0.2702821481937242,1,0,1,0
843,1,0.2702821481937242,0,0,1,0
844,0,0.0,0,1,0,1
845,1,2.1622571855497936,0,0,1,1
846,0,0.2702821481937242,0,1,1,0
847,1,0.0,0,1,1,0
848,0,2.1622571855497936,1,0,1,0
849,0,0.2702821481937242,0,0,1,0
850,0,0.5405642963874484,1,0,0,0
851,0,1.0811285927748968,0,1,1,0
852,1,5.405642963874484,0,0,1,0
853,1,1.0811285927748968,0,0,0,0
854,1,3.5136679265184143,1,0,1,0
855,1,0.2702821481937242,0,0,1,1
856,1,0.0,0,0,1,1
857,1,0.0,0,1,0,1
858,1,0.8108464445811726,1,0,0,0
859,1,0.2702821481937242,0,1,1,1
860,0,0.0,0,1,1,0
861,1,0.2702821481937242,0,0,1,0
862,1,0.5405642963874484,1,0,1,1
863,0,0.8108464445811726,0,1,1,0
864,1,4.324514371099587,0,0,1,0
865,0,0.0,0,0,1,1
866,1,0.2702821481937242,0,0,1,0
867,1,2.1622571855497936,0,0,1,0
868,0,2.702821481937242,1,0,1,0
869,0,4.865078667487035,1,0,1,1
870,1,0.2702821481937242,0,1,1,0
871,1,0.2702821481937242,0,1,1,0
872,0,0.0,0,0,0,0
873,1,0.0,0,1,1,0
874,1,1.0811285927748968,0,1,1,0
875,0,0.2702821481937242,0,0,1,1
876,0,2.1622571855497936,0,0,1,0
877,1,0.5405642963874484,0,0,1,0
878,1,2.702821481937242,0,0,1,0
879,0,2.702821481937242,0,0,0,0
880,1,1.0811285927748968,0,0,1,0
881,0,0.0,0,0,1,1
882,1,0.8108464445811726,1,0,1,1
883,1,0.0,0,1,1,0
884,0,0.2702821481937242,0,1,0,0
885,1,1.0811285927748968,0,0,1,0
886,1,1.0811285927748968,0,0,1,1
887,0,0.0,1,0,1,1
888,1,0.5405642963874484,0,1,1,1
889,1,5.13536081568076,0,0,1,0
890,0,1.6216928891623452,0,0,0,0
891,0,4.594796519293311,0,0,1,0
892,0,1.8919750373560693,1,0,0,1
893,0,0.0,0,0,1,0
894,1,1.6216928891623452,0,0,1,1
895,1,0.2702821481937242,0,1,0,0
896,1,3.7839500747121386,1,0,1,1
897,0,0.2702821481937242,1,0,1,1
898,0,1.351410740968621,1,0,0,1
899,0,0.0,1,0,1,0
900,0,0.5405642963874484,0,0,1,0
901,1,0.8108464445811726,0,0,1,0
902,0,1.0811285927748968,0,1,1,1
903,1,1.351410740968621,0,0,1,1
904,1,0.2702821481937242,0,0,1,0
905,0,0.5405642963874484,1,0,0,1
906,0,0.0,0,0,1,0
907,0,0.0,0,0,0,1
908,1,1.351410740968621,0,0,1,0
909,1,0.0,0,1,1,0
910,1,0.8108464445811726,0,0,1,0
911,1,0.0,0,1,1,0
912,0,0.2702821481937242,1,0,1,0
913,1,0.8108464445811726,1,0,1,0
914,1,0.8108464445811726,0,1,1,1
915,1,0.2702821481937242,1,0,1,1
916,0,1.0811285927748968,1,0,1,0
917,1,2.4325393337435175,0,0,1,0
918,1,1.8919750373560693,0,0,1,1
919,1,0.5405642963874484,0,0,1,1
920,1,0.2702821481937242,0,1,1,0
921,0,0.8108464445811726,0,0,1,1
922,0,0.2702821481937242,1,0,1,0
923,1,1.351410740968621,0,0,1,0
924,1,0.0,0,0,1,1
925,1,0.0,0,1,1,0
926,1,1.8919750373560693,0,0,1,0
927,1,0.2702821481937242,0,1,1,0
928,1,0.5405642963874484,0,1,0,0
929,0,0.8108464445811726,1,0,1,0
930,1,6.486771556649381,1,0,1,1
931,1,0.0,0,0,1,0
932,1,3.2433857783246904,0,0,1,1
933,0,0.2702821481937242,1,0,1,0
934,1,1.8919750373560693,0,0,1,0
935,1,0.2702821481937242,0,0,1,0
936,1,1.6216928891623452,0,1,1,0
937,0,1.351410740968621,0,0,1,0
938,1,2.702821481937242,0,0,1,0
939,1,0.5405642963874484,0,1,1,0
940,1,0.8108464445811726,0,0,1,1
941,1,2.4325393337435175,0,0,1,0
942,1,0.2702821481937242,0,1,1,0
943,1,0.0,0,0,0,0
944,1,0.0,0,0,0,1
945,0,0.8108464445811726,0,0,1,0
946,1,0.2702821481937242,0,1,1,0
947,1,0.0,0,1,1,0
948,0,1.8919750373560693,0,0,1,1
949,1,0.5405642963874484,1,0,1,1
950,0,2.702821481937242,0,0,1,0
951,1,0.2702821481937242,0,0,1,0
952,0,0.2702821481937242,0,0,1,0
953,1,1.351410740968621,1,0,0,0
954,1,0.0,0,1,1,0
955,0,0.2702821481937242,0,0,1,1
956,0,0.0,0,0,1,0
957,1,0.2702821481937242,0,1,1,1
958,1,0.0,0,0,0,1
959,1,5.675925112068208,0,0,1,0
960,0,0.0,0,1,1,0
961,1,0.2702821481937242,0,1,1,0
962,0,1.351410740968621,0,0,1,1
963,0,0.0,0,0,1,1
964,0,0.8108464445811726,0,1,1,1
965,1,0.0,0,1,1,0
966,0,0.2702821481937242,1,0,0,1
967,1,1.8919750373560693,0,0,0,0
968,1,1.8919750373560693,1,0,1,0
969,1,5.946207260261932,0,0,0,0
970,0,0.0,1,0,1,0
971,1,0.0,0,1,1,0
972,1,0.5405642963874484,0,0,1,1
973,0,0.0,0,0,1,1
974,1,0.8108464445811726,0,1,0,0
975,1,3.5136679265184143,0,0,1,0
976,1,0.2702821481937242,0,0,1,0
977,1,1.6216928891623452,0,0,1,0
978,0,0.8108464445811726,1,0,1,1
979,0,0.0,1,0,1,1
980,1,1.351410740968621,0,0,0,0
981,1,0.2702821481937242,0,0,0,1
982,0,0.8108464445811726,1,0,1,0
983,1,2.1622571855497936,0,1,1,0
984,1,0.8108464445811726,0,0,1,0
985,1,0.5405642963874484,0,1,1,0
986,0,0.2702821481937242,1,0,0,1
987,1,0.0,0,1,0,1
988,1,0.2702821481937242,0,0,0,0
989,1,5.13536081568076,0,0,1,0
990,1,0.8108464445811726,0,0,1,1
991,1,0.0,1,0,1,1
992,1,3.5136679265184143,1,0,1,0
993,0,1.351410740968621,0,0,1,1
994,0,0.0,1,0,1,0
995,1,1.8919750373560693,1,0,1,0
996,0,4.865078667487035,0,0,1,0
997,1,1.351410740968621,0,0,1,1
998,1,2.1622571855497936,0,0,1,0
999,1,0.8108464445811726,0,1,1,0
1000,1,0.0,0,0,1,0
1001,1,1.351410740968621,0,1,0,0
1002,0,0.2702821481937242,0,0,1,1
1003,0,7.027335853036829,1,0,1,0
1004,0,0.0,0,0,1,0
1005,0,0.2702821481937242,0,1,1,0
1006,1,0.8108464445811726,1,0,1,0
1007,1,3.2433857783246904,1,0,1,0
1008,1,1.8919750373560693,0,0,1,0
1009,1,0.2702821481937242,0,0,1,0
1010,1,0.5405642963874484,0,0,0,0
1011,0,0.2702821481937242,0,1,1,0
1012,0,2.973103630130966,0,0,1,0
1013,1,1.0811285927748968,0,0,1,0
1014,1,2.4325393337435175,1,0,1,0
1015,1,2.1622571855497936,0,0,1,0
1016,1,0.2702821481937242,0,1,1,1
1017,0,0.0,1,0,1,1
1018,1,0.2702821481937242,1,0,0,1
1019,1,0.5405642963874484,0,0,1,1
1020,0,0.0,0,1,1,0
1021,0,0.2702821481937242,0,0,1,0
1022,1,0.5405642963874484,0,0,1,0
1023,1,0.2702821481937242,0,1,0,1
1024,1,0.0,0,1,1,0
1025,1,0.0,0,0,1,0
1026,0,0.0,0,0,0,1
1027,1,1.351410740968621,0,0,1,1
1028,1,0.5405642963874484,0,1,1,0
1029,0,0.0,0,1,1,0
1030,1,1.6216928891623452,0,0,1,0
1031,1,0.0,0,1,0,1
1032,0,0.2702821481937242,0,0,1,1
1033,0,0.0,0,1,1,0
1034,0,0.5405642963874484,0,0,1,1
1035,1,0.5405642963874484,0,0,1,0
1036,0,0.8108464445811726,1,0,1,0
1037,1,0.0,0,1,0,0
1038,0,0.2702821481937242,0,0,1,0
1039,0,0.0,1,0,1,0
1040,0,0.0,0,1,0,0
1041,1,1.8919750373560693,0,0,1,0
1042,1,0.0,0,1,1,0
1043,1,0.8108464445811726,0,0,1,0
1044,0,0.5405642963874484,1,0,1,1
1045,1,0.0,0,0,1,0
1046,1,0.5405642963874484,0,0,1,1
1047,1,1.6216928891623452,0,1,1,0
1048,1,0.5405642963874484,0,0,1,0
1049,1,0.8108464445811726,0,0,1,1
1050,1,0.2702821481937242,1,0,1,0
1051,0,0.0,0,0,0,1
1052,0,0.5405642963874484,1,0,1,0
1053,1,1.351410740968621,0,0,1,0
1054,1,0.0,0,1,1,1
1055,1,0.0,1,0,0,1
1056,0,1.8919750373560693,0,0,1,0
1057,1,1.351410740968621,1,0,1,1
1058,0,0.0,0,0,1,0
1059,1,1.8919750373560693,0,0,1,0
1060,0,0.0,0,0,1,1
1061,1,0.2702821481937242,0,0,1,0
1062,1,0.0,0,1,1,1
1063,0,2.1622571855497936,1,0,0,0
1064,1,0.2702821481937242,0,0,1,0
1065,0,0.0,0,1,1,0
1066,0,1.0811285927748968,0,0,1,0
1067,1,1.351410740968621,0,0,1,1
1068,1,0.0,0,0,0,1
1069,1,1.351410740968621,0,0,1,0
1070,0,0.2702821481937242,0,0,0,1
1071,0,0.2702821481937242,0,0,1,1
1072,1,1.351410740968621,0,0,1,1
1073,0,0.5405642963874484,1,0,1,1
1074,0,0.5405642963874484,0,0,1,1
1075,0,0.0,0,0,1,1
1076,1,0.0,0,0,1,1
1077,1,0.0,0,0,0,0
1078,0,0.0,0,0,1,0
1079,0,0.0,0,1,0,1
1080,1,0.0,0,0,0,0
1081,1,1.351410740968621,0,0,1,0
1082,1,0.0,0,0,1,1
1083,0,0.2702821481937242,0,0,1,1
1084,1,2.1622571855497936,0,0,1,0
1085,0,0.0,1,0,0,0
1086,0,0.2702821481937242,0,0,1,1
1087,0,0.2702821481937242,0,0,1,0
1088,0,0.2702821481937242,0,0,1,1
1089,1,0.2702821481937242,0,0,0,0
1090,1,1.0811285927748968,1,0,1,1
1091,1,0.0,0,1,1,1
1092,0,0.2702821481937242,0,0,1,0
1093,1,0.2702821481937242,0,1,1,0
1094,1,2.702821481937242,1,0,1,0
1095,1,0.8108464445811726,0,1,1,0
1096,1,0.5405642963874484,0,0,1,1
1097,1,4.0542322229058625,1,0,1,0
1098,1,0.8108464445811726,1,0,1,1
1099,1,1.351410740968621,1,0,1,0
1100,0,3.7839500747121386,0,0,1,0
1101,0,0.2702821481937242,0,1,0,0
1102,0,1.0811285927748968,0,0,1,1
1103,1,1.6216928891623452,0,0,1,0
1104,1,2.4325393337435175,0,0,0,0
1105,1,0.0,0,0,1,0
1106,1,5.13536081568076,0,0,1,0
1107,0,0.0,0,0,1,0
1108,0,1.0811285927748968,0,0,1,0
1109,0,0.0,0,0,0,0
1110,1,0.0,0,0,0,1
1111,1,5.405642963874484,1,0,1,0
1112,1,0.2702821481937242,1,0,0,0
1113,1,0.0,0,0,0,0
1114,1,0.0,1,0,1,0
1115,0,0.2702821481937242,1,0,0,0
1116,1,0.8108464445811726,0,0,1,1
1117,1,0.0,0,1,0,1
1118,0,0.8108464445811726,0,0,0,0
1119,1,2.1622571855497936,1,0,1,0
1120,0,0.2702821481937242,0,0,1,0
1121,0,0.8108464445811726,1,0,1,1
1122,1,1.0811285927748968,1,0,1,1
1123,1,1.8919750373560693,0,0,1,0
1124,1,0.5405642963874484,1,0,1,0
1125,0,0.5405642963874484,0,0,1,0
1126,0,0.0,1,0,1,1
1127,0,2.1622571855497936,0,0,1,0
1128,0,0.0,0,0,1,1
1129,1,2.1622571855497936,0,1,1,0
1130,0,0.8108464445811726,0,0,1,0
1131,1,1.351410740968621,0,0,0,0
1132,0,0.2702821481937242,0,0,0,1
1133,0,0.0,0,0,1,0
1134,1,1.6216928891623452,0,1,1,0
1135,0,0.8108464445811726,0,0,1,1
1136,0,3.7839500747121386,1,0,1,1
1137,0,0.2702821481937242,0,0,1,0
1138,1,0.0,0,0,1,1
1139,0,1.0811285927748968,0,0,1,0
1140,0,0.0,1,0,0,1
1141,1,1.0811285927748968,0,0,1,0
1142,1,0.0,0,0,0,1
1143,1,0.0,0,0,1,0
1144,0,0.2702821481937242,0,1,1,0
1145,0,0.2702821481937242,0,0,1,0
1146,0,0.2702821481937242,1,0,1,1
1147,0,0.0,0,0,1,0
1148,0,0.0,0,0,1,1
1149,0,0.0,1,0,1,1
1150,0,0.0,0,1,1,0
1151,0,1.351410740968621,0,0,1,0
1152,0,0.0,0,0,0,0
1153,1,2.973103630130966,0,0,1,0
1154,0,0.2702821481937242,0,1,0,0
1155,0,0.0,0,1,0,1
1156,0,1.8919750373560693,0,0,1,0
1157,1,1.6216928891623452,0,0,1,0
1158,1,2.702821481937242,1,0,0,0
1159,1,0.2702821481937242,0,1,1,1
1160,1,0.8108464445811726,1,0,1,0
1161,1,0.0,0,1,1,0
1162,0,0.0,0,0,1,0
1163,0,0.0,0,0,1,0
1164,1,0.0,0,1,1,1
1165,1,2.1622571855497936,1,0,1,0
1166,0,0.0,0,0,1,1
1167,0,0.2702821481937242,0,1,1,0
1168,1,5.13536081568076,1,0,1,0
1169,1,1.6216928891623452,0,0,1,0
1170,0,2.1622571855497936,0,0,1,0
1171,1,0.2702821481937242,0,1,1,0
1172,1,0.8108464445811726,0,1,1,0
1173,1,2.1622571855497936,0,0,1,0
1174,0,0.2702821481937242,0,0,1,1
1175,1,0.0,0,1,1,0
1176,1,4.0542322229058625,1,0,1,0
1177,0,0.0,1,0,0,1
1178,1,1.8919750373560693,1,0,1,0
1179,1,1.6216928891623452,0,0,1,0
1180,1,0.0,0,1,0,0
1181,0,0.0,0,0,0,1
1182,0,2.1622571855497936,0,0,1,0
1183,1,0.5405642963874484,0,1,1,0
1184,1,1.6216928891623452,0,0,1,0
1185,1,0.0,0,1,1,0
1186,0,2.973103630130966,0,0,1,0
1187,1,6.216489408455656,0,0,1,0
1188,0,0.0,0,0,0,0
1189,0,0.0,1,0,0,0
1190,0,0.0,0,0,1,1
1191,1,0.8108464445811726,0,0,0,1
1192,1,0.2702821481937242,0,1,1,0
1193,1,0.0,0,0,1,0
1194,1,0.0,0,0,1,1
1195,1,0.2702821481937242,0,0,1,1
1196,1,1.6216928891623452,0,0,0,0
1197,1,0.0,0,1,0,1
1198,0,0.0,1,0,1,0
1199,1,0.0,0,1,1,1
1200,1,0.0,0,1,1,0
1201,1,0.8108464445811726,0,0,1,1
1202,1,2.1622571855497936,0,0,0,0
1203,0,5.946207260261932,0,0,1,0
1204,1,0.5405642963874484,0,0,1,0
1205,1,5.946207260261932,0,0,1,0
1206,1,1.351410740968621,0,1,1,0
1207,0,0.2702821481937242,0,1,1,1
1208,1,0.0,0,1,1,0
1209,0,0.0,1,0,1,0
1210,1,0.5405642963874484,0,0,1,0
1211,1,3.5136679265184143,0,0,1,0
1212,1,1.8919750373560693,0,0,0,0
1213,1,0.2702821481937242,0,1,1,0
1214,0,0.0,0,1,0,0
1215,1,0.5405642963874484,0,1,1,1
1216,1,2.973103630130966,0,0,1,0
1217,1,4.865078667487035,1,0,1,0
1218,1,4.594796519293311,1,0,1,0
1219,1,1.6216928891623452,0,1,0,0
1220,1,0.2702821481937242,0,1,1,1
1221,0,0.0,0,0,0,0
1222,0,0.2702821481937242,0,0,0,0
1223,0,0.0,1,0,1,1
1224,0,0.0,0,0,1,0
1225,1,0.2702821481937242,0,0,1,0
1226,1,0.0,0,1,1,0
1227,1,1.0811285927748968,0,0,1,1
1228,1,1.6216928891623452,0,0,1,0
1229,1,1.351410740968621,0,1,1,0
1230,0,0.0,0,1,0,0
1231,1,0.2702821481937242,0,0,1,0
1232,0,1.0811285927748968,1,0,1,0
1233,0,1.8919750373560693,1,0,1,0
1234,1,0.5405642963874484,0,0,1,1
1235,0,2.973103630130966,0,0,1,1
1236,1,0.0,1,0,1,1
1237,1,4.324514371099587,0,0,1,0
1238,1,2.702821481937242,0,0,1,0
1239,1,1.8919750373560693,0,0,1,0
1240,0,0.5405642963874484,0,1,1,0
1241,0,0.2702821481937242,1,0,1,0
1242,1,5.13536081568076,1,0,1,0
1243,1,1.6216928891623452,0,0,1,0
1244,0,2.973103630130966,1,0,1,0
1245,1,0.0,0,0,1,0
1246,0,0.0,0,1,1,0
1247,0,0.5405642963874484,0,0,1,1
1248,0,0.0,0,0,1,0
1249,0,0.5405642963874484,1,0,1,1
1250,0,1.6216928891623452,0,0,0,0
1251,0,0.2702821481937242,0,0,1,0
1252,1,1.8919750373560693,0,0,1,0
1253,1,1.351410740968621,0,0,1,0
1254,0,0.8108464445811726,0,1,1,0
1255,0,0.2702821481937242,0,1,1,0
1256,1,0.0,0,0,0,1
1257,1,0.5405642963874484,0,0,1,1
1258,0,0.2702821481937242,0,1,0,1
1259,1,4.0542322229058625,0,0,1,0
1260,1,0.8108464445811726,0,0,1,1
1261,1,1.6216928891623452,0,0,1,0
1262,1,0.0,0,0,1,1
1263,1,0.2702821481937242,0,1,1,1
1264,0,0.0,0,0,1,1
1265,0,1.6216928891623452,0,0,1,0
1266,0,0.5405642963874484,0,0,0,0
1267,1,1.8919750373560693,0,0,1,0
1268,0,0.2702821481937242,0,0,1,1
1269,1,0.8108464445811726,0,0,0,0
1270,0,1.0811285927748968,0,0,1,1
1271,1,0.5405642963874484,0,0,1,1
1272,0,0.5405642963874484,1,0,1,1
1273,1,1.0811285927748968,0,1,1,0
1274,0,0.0,0,0,1,1
1275,1,0.8108464445811726,0,0,1,1
1276,0,0.2702821481937242,1,0,1,0
1277,1,1.8919750373560693,0,0,1,0
1278,0,0.2702821481937242,0,0,1,0
1279,1,0.0,0,0,0,0
1280,0,0.0,0,0,1,0
1281,1,0.0,0,0,1,0
1282,1,0.0,0,1,0,0
1283,1,1.351410740968621,0,0,1,0
1284,0,0.2702821481937242,1,0,1,0
1285,1,0.5405642963874484,0,0,1,0
1286,1,0.8108464445811726,1,0,1,0
1287,0,0.0,0,0,1,0
1288,1,2.4325393337435175,0,0,1,0
1289,1,5.405642963874484,0,0,1,0
1290,1,0.2702821481937242,0,0,1,0
1291,0,1.8919750373560693,1,0,1,0
1292,1,0.8108464445811726,1,0,0,0
1293,0,0.0,0,0,0,1
1294,1,2.702821481937242,0,1,1,0
1295,1,3.2433857783246904,1,0,1,0
1296,0,0.0,0,0,1,1
1297,1,0.2702821481937242,0,1,1,1
1298,0,1.351410740968621,0,0,1,0
1299,0,0.2702821481937242,0,0,1,0
1300,1,2.702821481937242,1,0,1,0
1301,1,4.0542322229058625,1,0,1,0
1302,0,0.0,0,0,1,0
1303,0,0.8108464445811726,0,0,1,0
1304,0,4.0542322229058625,1,0,1,0
1305,1,0.2702821481937242,1,0,1,0
1306,1,0.8108464445811726,0,0,1,1
1307,0,0.2702821481937242,1,0,0,1
1308,1,0.0,0,0,1,0
1309,0,0.0,0,0,0,0
1310,1,0.0,0,0,0,1
1311,1,3.2433857783246904,1,0,1,1
1312,1,2.4325393337435175,1,0,1,0
1313,1,2.702821481937242,1,0,1,0
1314,0,2.1622571855497936,1,0,1,1
1315,0,0.0,0,0,1,1
1316,1,0.2702821481937242,0,0,1,1
1317,1,0.2702821481937242,0,1,0,0
1318,1,1.8919750373560693,0,0,1,0
1319,1,0.8108464445811726,1,0,1,0
1320,1,0.8108464445811726,0,0,0,0
1321,0,0.5405642963874484,0,0,0,0
1322,0,0.2702821481937242,0,0,1,1
1323,1,0.5405642963874484,0,0,1,1
1324,1,0.2702821481937242,0,1,1,0
1325,1,1.351410740968621,0,0,1,1
1326,0,0.5405642963874484,0,1,0,1
1327,0,0.5405642963874484,0,0,1,0
1328,1,5.675925112068208,0,0,1,0
1329,1,0.0,0,1,1,0
1330,1,1.0811285927748968,0,0,1,0
1331,0,0.5405642963874484,0,0,1,0
1332,1,0.8108464445811726,0,1,1,0
1333,1,1.8919750373560693,0,0,1,0
1334,1,0.0,0,1,1,0
1335,1,0.2702821481937242,0,0,0,0
1336,1,0.0,0,1,1,0
1337,1,1.0811285927748968,0,0,0,0
1338,1,1.351410740968621,0,0,1,0
1339,0,0.2702821481937242,1,0,1,1
1340,1,0.0,0,0,1,0
1341,1,0.8108464445811726,0,0,1,1
1342,1,0.2702821481937242,0,0,0,0
1343,0,0.0,1,0,1,1
1344,0,0.5405642963874484,0,0,1,0
1345,0,0.0,0,1,1,1
1346,1,0.2702821481937242,0,1,1,0
1347,0,1.6216928891623452,0,0,1,0
1348,1,0.0,0,1,1,0
1349,1,0.0,0,1,0,1
1350,1,1.0811285927748968,0,1,1,0
1351,1,0.8108464445811726,0,0,1,1
1352,1,0.2702821481937242,0,1,1,0
1353,1,0.2702821481937242,0,0,1,0
1354,1,0.0,0,0,1,0
1355,0,1.6216928891623452,0,1,1,0
1356,0,1.0811285927748968,0,1,1,1
1357,0,0.2702821481937242,0,0,1,0
1358,1,0.5405642963874484,0,0,1,0
1359,1,0.5405642963874484,0,0,0,0
1360,1,5.946207260261932,0,0,1,0
1361,1,0.0,0,0,1,0
1362,1,2.1622571855497936,0,0,1,1
1363,1,0.2702821481937242,1,0,1,0
1364,0,1.351410740968621,0,0,1,0
1365,1,0.8108464445811726,1,0,1,1
1366,1,5.13536081568076,1,0,1,0
1367,0,0.2702821481937242,1,0,1,0
1368,0,0.0,0,1,0,0
1369,1,2.1622571855497936,0,0,1,0
1370,0,1.0811285927748968,0,0,1,1
1371,1,2.1622571855497936,0,0,0,0
1372,1,1.351410740968621,0,0,0,0
1373,1,5.405642963874484,0,0,1,0
1374,0,0.2702821481937242,0,0,1,1
1375,0,0.0,0,0,1,1
1376,1,0.0,0,0,1,0
1377,1,0.0,1,0,1,0
1378,1,0.2702821481937242,0,0,0,0
1379,1,0.2702821481937242,0,0,1,0
1380,1,0.0,0,0,1,0
1381,1,1.8919750373560693,0,0,1,0
1382,0,1.8919750373560693,0,1,0,1
1383,1,3.2433857783246904,0,0,1,1
1384,0,0.8108464445811726,0,0,1,0
1385,0,0.8108464445811726,0,0,1,1
1386,1,0.2702821481937242,0,1,1,0
1387,0,1.351410740968621,0,0,1,0
1388,1,0.0,0,0,0,1
1389,0,0.0,0,0,0,1
1390,1,2.702821481937242,1,0,1,0
1391,1,0.0,0,0,1,1
1392,1,2.702821481937242,0,0,1,0
1393,1,0.2702821481937242,0,0,1,1
1394,1,0.0,0,1,1,1
1395,0,6.216489408455656,1,0,0,0
1396,0,1.8919750373560693,0,0,1,0
1397,0,1.351410740968621,1,0,1,1
1398,1,0.5405642963874484,0,1,0,1
1399,0,0.2702821481937242,0,1,0,0
1400,1,2.973103630130966,1,0,1,0
1401,1,0.0,0,0,0,0
1402,0,0.0,1,0,1,0
1403,0,0.0,0,0,1,0
1404,1,1.351410740968621,0,0,1,1
1405,0,0.2702821481937242,0,1,1,0
1406,0,0.0,0,0,1,1
1407,0,0.8108464445811726,0,0,1,1
